Age,Gender,Country,City,Membership_Years,Login_Frequency,Session_Duration_Avg,Pages_Per_Session,Cart_Abandonment_Rate,Wishlist_Items,Total_Purchases,Average_Order_Value,Days_Since_Last_Purchase,Discount_Usage_Rate,Returns_Rate,Email_Open_Rate,Customer_Service_Calls,Product_Reviews_Written,Social_Media_Engagement_Score,Social_Score_missing,Payment_Method_Diversity,Lifetime_Value,Credit_Balance,Churned,Signup_Quarter
24,Male,Canada,Ottawa,3.5,20,36.2,13.9,30.2,9,24,122.75,47,6.6,2.6,30.1,3,2,47.6,0,3,2701.16,3729,1,Q1
38,Male,India,Delhi,1,27,48.5,16.5,31.2,9,26,102.38,19,63.96,3.6,27.7,1,3,74.9,0,3,2182.54,1763,0,Q4
30,Male,Germany,Hamburg,1.2,10,26.8,5,72.7,0,6,106.62,7,57.3,3.7,2.1,6,1,10.9,0,3,720.47,805,0,Q2
28,Male,Germany,Berlin,4.9,0,16.9,6.9,67,4,6,80,29,29,2.6,3.6,8,0,11.4,0,2,502.26,443,0,Q1
32,Male,Japan,Tokyo,1.1,0,29,4.7,53.7,3,9,98.35,64,54.12,16.5,0,2,0,19.7,0,2,738.26,1620,0,Q4
55,Male,Germany,Cologne,0.9,10,21.7,7,66.7,4,9,72.36,25,36.2,10,0,6,1,19.8,0,2,613.26,0,0,Q1
27,Male,Australia,Brisbane,2.8,12,26.8,8.9,76.6,1,10,145.32,7,54,6.9,5.3,1,3,48.8,0,1,1021.65,1582,0,Q4
37,Female,USA,Los Angeles,1.9,20,50.6,11.1,49.1,7,22,122.59,45,80.7,8,36.5,5,6,67.2,0,2,2412.04,0,0,Q3
37,Female,USA,Houston,2.7,21,31.1,9.8,50.9,5,13,171.39,12,38.4,4.1,17,3,5,27.4,1,4,1684.59,2305,1,Q4
43,Female,USA,Phoenix,0.8,15,37.4,16.2,32.6,9,17,179.27,4,16.2,6.4,36.4,4,11,59.4,0,2,2807.05,0,0,Q3
34,Female,USA,Los Angeles,3.4,11,11.5,7,49.5,3,7,96.31,8,67.8,1.8,1.4,12,3,32.8,0,2,785.73,201,0,Q1
39,Female,USA,New York,1.1,17,37.3,13.3,33.4,3,17,191.29,37,38.1,0.7,20.5,6,3,53.2,0,3,3841.7,3989,1,Q2
26,Male,USA,Chicago,0.4,9,29.1,6.4,65.8,7,14,214.62,4,38.6,0,13,3,2,4,0,4,3376.46,2128,0,Q3
24,Male,UK,London,2.9,18,29.4,9.6,56.4,4,18,98.4,129,64.08,6.2,32.2,6,1,15.7,0,3,1452.03,2215,0,Q4
73,Female,USA,Los Angeles,1.9,20,27.7,12.8,24.1,2,29,148.76,11,59.16,5.3,32.1,3,6,56.5,0,1,2950.72,5528,0,Q4
21,Male,USA,Los Angeles,3.8,8,20.8,5.8,59.5,4,9,94.68,57,22.7,5.6,20,7,1,36.7,0,2,872,2240,1,Q1
40,Female,USA,Chicago,1,23,30.2,9.4,64.3,2,22,102.76,51,84.72,8.7,11,3,3,11.8,0,2,1620.16,3305,0,Q4
60,Female,USA,Phoenix,5.6,25,43.3,11.7,25.3,7,18,43.66,20,21.7,3.1,38.5,2,2,51.9,0,3,900.75,1639,0,Q2
37,Other,UK,Glasgow,9.1,0,17,2.5,67.6,3,6,200.38,18,0,7.1,20,4,1,27.4,1,3,1013.01,1328,0,Q4
38,Female,Japan,Osaka,3.8,7,18.6,5.1,55.5,1,6,109.27,3,54.2,4.3,5.7,6,0,28.6,0,3,763.82,1282,0,Q2
40,Male,Canada,Vancouver,3.1,12,20.2,8.1,63.2,4,9,93.67,18,47.9,2,16.5,7,2,16.1,0,1,999.04,1429,0,Q1
27,Female,USA,New York,2.2,6,23.9,6.6,46.4,1,9,177.5,9,21.1,5.1,12.7,2,1,25.7,0,3,1614.95,2421,0,Q1
27,Female,Canada,Toronto,0.3,7,29.7,10.9,55.9,4,14,245.16,74,91.92,15.7,23.4,4,7,35,0,2,2548.86,2683,0,Q4
48,Female,USA,Chicago,0.6,8,33.3,12.8,69.1,4,15,122.44,11,54.96,3.9,8.1,2,2,46.6,0,1,1272.75,1578,0,Q4
28,Female,UK,Manchester,2.1,2,14.4,2.2,79.2,0,6,124.66,13,37.5,4.8,23.4,11,0,23.8,0,2,634.56,0,1,Q3
48,Male,Germany,Hamburg,7.1,2,15.9,4.6,76.9,0,3,61.39,29,28.6,5,3.1,7,2,12.7,0,2,192.2,1853,1,Q1
43,Male,UK,Birmingham,2.2,11,29.7,10.1,44.6,6,13,100.02,29,48,3.5,26.5,7,3,15.7,0,2,1057.98,2806,0,Q4
37,Male,Canada,Toronto,2.5,0,13.8,8.6,63.2,3,7,77.89,33,30,6.1,16.2,5,2,0,0,3,534.01,403,1,Q4
37,Male,USA,Chicago,2,22,54.1,15.2,36,6,19,48.73,35,5.7,7.4,34.5,7,2,67,0,4,1066.16,1848,0,Q1
35,Female,USA,Phoenix,2.9,8,12.7,4.9,143.7433501,0,6,136.08,9,30.84,6.3,20,11,1,0,0,3,656.85,0,0,Q4
32,Other,UK,Birmingham,1.1,14,26.8,7.9,67.6,2,19,128.55,77,23.4,3.3,30.6,7,4,38.5,0,3,1775.99,1103,0,Q4
40,Female,Australia,Sydney,1.8,8,25.8,8.5,59,5,14,115.07,7,52.68,2.9,14.6,6,1,43.8,0,3,1513.3,603,0,Q4
34,Female,USA,Houston,1.8,19,37.9,9.1,60.5,6,15,123.17,45,10.2,5.4,28.6,3,6,57.6,0,3,2089.31,3981,0,Q3
40,Male,USA,Chicago,0.8,13,33.6,6.8,50.6,8,11,97.86,5,28.2,12.8,14.2,8,0,27.4,1,2,1093.41,0,0,Q1
18,Female,India,Bangalore,1.6,13,28,8.6,49.2,4,9,96.5,12,28.2,3.2,41.7,9,1,28.5,0,2,817.45,554,1,Q2
46,Female,USA,Los Angeles,2.7,31,32.6,10.8,51.2,2,15,92.58,24,39.1,5.3,21.2,5,0,27.9,0,2,1198.97,3270,0,Q3
28,Female,Japan,Nagoya,2.8,13,18.7,8.5,63.2,2,9,156.5,2,44.2,0,4.5,5,3,10.9,0,1,1311.18,2630,0,Q1
32,Male,USA,New York,2.4,9,29.1,10.7,44.5,5,9,101.97,60,22.8,6.1,20,11,2,33.5,0,2,897.49,304,0,Q2
67,Other,Japan,Nagoya,3,0,20.1,5.6,49.7,1,5,135.11,29,32.3,4.6,8.9,6,0,0,0,4,755.84,66,0,Q2
30,Female,Japan,Kyoto,4.2,10,26.8,8.2,54.6,7,24,184.16,31,54.36,15.4,5.9,11,0,31.1,0,2,3825.99,274,1,Q4
33,Female,Germany,Hamburg,4.8,28,45.9,14.9,35,7,18,112.76,43,24,9.8,31,3,2,43.1,0,3,1773.77,5137,1,Q1
29,Female,Germany,Munich,8.5,10,26.6,6.9,66.5,1,15,127.65,8,65.1,4.8,10.5,5,6,14.4,0,4,2185.53,1361,0,Q3
18,Female,USA,Los Angeles,2.1,10,15.7,4.4,56.6,2,5,146.76,120,10.1,5.6,9.6,8,2,32.4,0,1,607.9,2624,1,Q3
52,Male,USA,Houston,0.9,0,13.6,5.1,83.4,5,9,97.86,8,4.3,4.8,17.9,7,3,8.5,0,3,896.41,541,0,Q1
38,Female,USA,New York,0.1,2,18.4,3.3,83.4,0,4,150.68,72,31.3,1.3,0,10,0,0,0,1,660.33,401,1,Q1
39,Female,Germany,Berlin,1.2,12,39.2,10.3,29.6,5,14,80.7,77,60.1,4.6,22.9,8,3,62.8,0,3,922.76,1051,0,Q3
18,Female,USA,New York,2,14,28.3,11.2,57.7,2,18,142.83,35,73.6,4.9,40,7,3,59.5,0,1,3003.15,2595,1,Q2
47,Male,India,Bangalore,2.4,4,29.8,12,40.6,1,17,72.09,20,7.3,10.8,31.7,9,1,36.6,0,2,1330.61,505,0,Q3
44,Female,Australia,Adelaide,7.9,16,41.8,14.7,43.6,11,23,128.33,145,57,2.4,30.6,2,8,27.4,1,4,2616.17,3165,0,Q2
42,Male,France,Paris,2.3,16,41.8,10.5,50.5,3,12,148.52,78,64.9,0.7,15.4,6,3,51.2,0,1,2104.46,2308,1,Q2
43,Male,Japan,Osaka,2.1,5,24.4,3.8,53.7,0,8,105.78,53,5.5,9.7,20,7,0,0,0,3,963.42,592,0,Q1
51,Male,Canada,Vancouver,2.9,10,27.7,7.4,70.8,2,9,144.5,16,57.8,1.4,27.1,8,6,33.1,0,2,1484.52,1758,0,Q1
47,Male,USA,New York,0.1,3,27.5,3.9,70.4,3,15,203.43,34,0,1.6,27.1,7,4,34,0,3,2544.62,1943,1,Q4
40,Female,Japan,Tokyo,4.4,12,38.1,8.5,53.4,8,15,193.66,28,33.8,8.6,34.7,3,3,60.1,0,3,3225.77,2650,0,Q1
51,Female,France,Marseille,2.4,16,24.1,4.6,69,3,10,43.5,4,40.3,2.5,22.6,1,0,27.4,1,1,401.94,1324,0,Q2
34,Female,France,Paris,2.7,8,23.3,8.1,59.8,0,6,160.47,6,37.1,17.6,15.9,7,2,2.9,0,2,1124.16,1224,0,Q2
59,Male,France,Marseille,1.6,17,38.9,8.5,41.4,3,12,80.42,7,58.7,2.4,30.4,3,2,46.7,0,1,834.74,3468,0,Q2
23,Male,UK,Manchester,0.2,6,17.2,7.8,56.7,2,4,134.66,54,16.1,0,7,3,1,28,0,1,438.49,1339,1,Q1
50,Female,Canada,Ottawa,4.6,4,21,4.5,72.9,0,10,128.53,36,0,11.5,10.5,6,3,8.9,0,2,1275.21,1070,1,Q1
38,Male,USA,New York,5.1,10,30.6,12.6,63.4,3,13,94.2,14,78.1,7,13.9,3,3,45.4,0,3,1109.08,3598,0,Q3
23,Female,Australia,Adelaide,4.1,11,31.8,9.4,30.4,2,13,187.28,47,45.7,5.3,37.2,6,3,33.7,0,1,2572.43,2355,1,Q1
21,Female,Australia,Brisbane,5.3,15,42.1,13.5,24.8,3,17,73.7,41,31,0,24.5,6,1,48.8,0,2,1419.33,2260,0,Q1
37,Female,France,Toulouse,1.9,25,48.5,12.1,30.5,9,18,119.02,38,62,4.4,30.1,7,3,39.2,0,3,1972.45,4417,1,Q3
39,Female,USA,Los Angeles,1.8,15,28.5,11.3,51.7,6,14,155.74,9,25.7,0,16.3,4,0,13.7,0,1,2296.3,1649,0,Q2
30,Female,UK,Manchester,4.9,17,36.6,15.7,47,5,31,103.68,15,56,3.3,63.6,6,2,27.4,1,1,3486.26,2191,1,Q1
31,Female,USA,Chicago,7.3,0,5.5,1,75.4,1,2,67.83,8,23.6,6.4,3.1,8,0,0,0,2,127.51,1090,1,Q2
55,Female,India,Mumbai,1,14,35.2,7.8,60.8,4,19,139.06,10,8.1,5.5,14.6,7,6,19.3,0,2,3124.27,3186,1,Q1
37,Male,UK,London,2,9,14.7,3,93.1,1,3,97.93,24,4,8.1,20,7,0,0,0,2,336.26,0,1,Q3
41,Female,Canada,Montreal,3.4,1,15.2,3.9,79.9,2,3,79.96,46,18.5,6.1,20,9,1,12.4,0,2,202.74,1028,1,Q2
29,Female,USA,New York,2.8,9,23.9,9.6,59,1,6,78.1,19,16.2,12.9,27.5,5,1,16.2,0,2,455.98,0,0,Q3
34,Female,India,Delhi,6.6,18,29.2,5.6,78.5,2,28,107.44,3,38.04,0.4,14.6,9,3,44.4,0,3,2164.59,2787,1,Q4
58,Male,France,Marseille,4,10,20.6,8.1,54.2,6,14,153.9,58,70.32,18,37.8,3,4,22.4,0,1,1474.32,2830,0,Q4
32,Male,Australia,Sydney,7.9,13,26.8,6.4,72.8,2,5,102.55,5,32.8,3.4,18.5,8,2,0.8,0,2,513.82,0,0,Q1
23,Female,UK,Glasgow,2,22,26.8,13.5,66.1,8,13,106.09,28,56.8,4.8,23.6,3,4,18.8,0,2,1322.49,2222,0,Q2
50,Male,UK,Glasgow,1.2,11,22.7,9.7,74,4,15,111.49,4,38.4,1.5,27.7,9,1,26.1,0,2,1243.46,2460,0,Q4
38,Male,USA,Houston,2.7,18,43.5,15.4,48.8,9,19,87.05,91,53.5,11.6,53.9,4,6,22.9,0,1,1657.25,2982,0,Q3
41,Male,USA,Houston,0.7,14,32.9,13.1,54.8,4,14,142.77,18,54.5,3.1,20.7,9,2,50.4,0,3,2047.28,2267,1,Q3
49,Female,USA,Phoenix,1.6,21,54.9,16,19.4,7,27,176.81,7,18.3,4.7,56.6,4,7,55.1,0,4,4315.68,2932,0,Q1
49,Female,France,Marseille,0.3,7,23.2,10,78.2,4,16,82.12,13,4.7,0,24.5,4,4,47.4,0,4,1519.36,3854,0,Q1
53,Male,Germany,Hamburg,0.4,17,26.1,11.4,48.6,7,16,127.89,3,43.7,6.4,19.5,2,2,24.2,0,4,2040.49,447,0,Q3
27,Female,India,Delhi,3.6,6,6.6,5.8,75.6,1,3,100.37,54,49.6,8.3,0,11,2,27.4,1,1,341.57,349,1,Q1
61,Male,Canada,Ottawa,0.4,27,39.8,14.5,35,3,22,92.53,62,69.2,7.8,35.7,3,4,53.5,0,2,1730.81,0,0,Q2
49,Female,France,Lyon,1.4,0,12.7,2.7,74.9,0,4,140.97,66,52.9,0,0,6,0,0,0,1,649.75,0,1,Q2
33,Male,India,Mumbai,0.9,15,17,2.8,58.7,1,16,199.96,216,0,2.4,9.8,7,1,13,0,2,2431.46,0,1,Q4
22,Female,USA,New York,8.8,19,41,9.9,37.6,10,19,171.51,26,54.48,12.8,24.3,3,1,66.5,0,2,2879.77,0,0,Q4
52,Male,Canada,Montreal,2.8,13,32.4,11,60.7,2,10,90.12,29,25.2,0,15.5,4,3,14.7,0,1,885.84,1931,0,Q1
32,Female,USA,Los Angeles,2.7,12,35.6,13.7,63.2,7,18,94.04,21,40.2,0,21.9,6,3,58.1,0,2,1503.38,3345,0,Q4
31,Male,France,Marseille,0.9,22,42.1,10.9,83.1,8,22,91.64,9,59.28,1.3,37.1,6,1,34.7,0,3,1370.84,2357,0,Q4
40,Female,Australia,Sydney,9,4,24.8,7.4,42.5,9,9,110.86,35,14.9,1.6,20,10,4,31.6,0,1,874.67,3109,0,Q3
26,Female,USA,Houston,2.4,8,14.9,3.3,64.7,1,10,80.37,29,15,7,6,3,2,27.6,0,2,712.04,349,0,Q4
18,Female,USA,Houston,3.6,18,32.6,8.2,49.7,5,14,104.99,17,19.4,14.4,44.5,3,3,48.6,0,3,1537.02,2292,1,Q3
30,Male,France,Paris,3.6,3,26.8,4.4,68.5,1,11,96.94,2,76.2,1.5,20,10,1,27.4,1,2,1224.01,874,0,Q3
46,Female,France,Nice,3.1,7,15.5,7.8,71.1,1,6,145.75,80,33,5.3,3,8,2,0,0,1,714.38,1432,1,Q3
45,Female,Germany,Berlin,0.3,8,26.8,6.1,61.5,5,12,98.18,60,72,3.5,20.4,6,5,28.6,0,2,1297.58,2168,0,Q3
32,Male,Australia,Melbourne,0.9,22,41.5,15.3,30.5,11,18,110.42,10,45.4,1.8,28.1,5,2,71.5,0,2,1886.28,2793,0,Q3
36,Male,UK,Glasgow,2.4,5,18.9,4.6,68.5,3,7,78.44,14,37,14.2,25.8,5,1,21.2,0,3,573.74,1639,0,Q1
69,Male,USA,Phoenix,1.6,6,27.9,8.5,64.6,4,12,195.1,11,24.1,13.9,10.8,12,4,16.2,0,2,2582.8,4149,1,Q1
39,Male,USA,Chicago,0.6,7,15.3,2.9,62.6,0,6,113.54,41,25.7,1.2,20,4,4,0,0,4,672.87,2637,0,Q2
20,Male,USA,Phoenix,7.8,14,26.1,6.9,46.3,1,9,118.37,91,77.6,6.5,19.6,7,2,16.9,0,2,890.85,3146,1,Q2
49,Female,Japan,Nagoya,2.6,24,40.7,13.4,52.2,7,19,52.11,9,56.2,0,31.5,2,2,76,0,2,1118.21,3212,0,Q1
28,Male,Germany,Cologne,1,17,26.8,4.5,59.8,4,18,114.49,29,25.6,3.4,26.3,7,2,32.5,0,3,2021.34,2487,1,Q2
37,Female,USA,Phoenix,3.8,17,43,14.3,11.9,12,20,105.49,156,15,5.9,43.1,3,3,43.3,0,1,2418.28,3428,0,Q2
32,Female,Germany,Munich,3.8,2,16.9,2.2,65.5,1,6,103.05,22,25.7,2.4,1,8,0,19.3,0,1,512.69,2255,1,Q1
41,Female,USA,Chicago,4.6,22,37.6,12.8,52.7,3,19,64.86,6,28.2,0,21,6,1,60,0,2,1139.39,1654,0,Q4
58,Female,Canada,Vancouver,1.1,9,31.8,8.4,48.4,7,11,102.62,11,14.1,18.1,19,5,4,25.3,0,4,1147.79,1688,0,Q3
44,Male,USA,Chicago,0.8,0,9.6,2.9,78,0,5,133.53,20,27.9,0,12.9,4,1,27.4,1,1,555.7,91,1,Q1
35,Male,Canada,Montreal,2.1,16,27.1,7.7,56.3,5,12,196.27,14,0,5,33.1,5,3,43.4,0,1,2625.66,0,0,Q3
44,Female,India,Hyderabad,0.7,11,26.3,8.8,47.4,6,18,122.19,18,0,1.9,22.1,3,2,61.7,0,2,1627.16,0,0,Q4
35,Female,USA,Los Angeles,5.1,0,16.8,1.5,80.7,0,5,81.84,50,13.9,13.9,3.4,9,1,26.7,0,1,480.85,821,0,Q3
37,Male,UK,Glasgow,4.9,11,26.8,5.9,60.9,1,11,112.28,29,74.88,4.3,4.5,6,3,34.2,0,3,1203.97,2633,0,Q4
42,Female,Germany,Hamburg,2.5,18,34.5,15.1,17.8,15,22,80.49,34,29.8,13.1,38.6,3,4,68.8,0,2,1627.59,3607,0,Q1
42,Male,India,Mumbai,6,11,9.7,8.5,84.7,1,9,106.42,5,13,5.9,0,4,2,0,0,1,1096.56,902,1,Q2
34,Male,USA,Los Angeles,1.6,13,26.8,7.7,78.7,5,10,141.17,5,3.6,5.8,20.7,7,2,11.8,0,2,998.32,1581,1,Q4
42,Female,Australia,Sydney,1.2,22,38,16.2,47.1,3,18,61.78,2,29.6,6.6,33.2,2,3,36.3,0,1,1165.49,0,0,Q3
41,Male,Australia,Perth,2.3,13,12.2,1,69.1,3,9,125.58,44,33.36,11.1,0,5,2,31.2,0,4,761.83,88,1,Q4
41,Female,USA,Houston,1.2,23,49.1,17.2,21,9,27,167.58,8,52.7,2.6,55.7,2,3,91.7,0,2,4496.08,4324,0,Q1
66,Female,USA,New York,10,12,18.6,8.8,35.2,4,9,214.44,8,58,6.2,42.2,5,5,0.8,0,2,1557.15,2177,0,Q2
37,Male,Australia,Brisbane,3.3,6,19.1,6.1,68.5,5,10,110.42,83,14.6,8,21,10,3,24,0,5,1235.13,1272,0,Q3
37,Female,UK,Birmingham,4,14,31.8,7.6,63.1,4,23,82.12,2,66.2,5.2,26.4,3,3,33,0,2,1631.38,2407,0,Q2
34,Male,Australia,Sydney,1.1,23,21.6,7.1,60.1,1,8,130.53,1,54.4,0,23.3,4,2,14.3,0,1,1132.89,1297,0,Q2
37,Female,Japan,Tokyo,2.5,9,18.8,1,79.7,0,5,87.06,2,27.8,2.2,9.4,6,0,16,0,1,484.32,1098,1,Q2
39,Male,Australia,Brisbane,1.3,8,23.3,3.4,81.4,0,9,152.37,15,49.1,9.8,0,10,1,10.2,0,2,1348.96,972,1,Q2
40,Male,USA,New York,1.1,7,35.8,9.9,50.2,5,16,73.68,22,42.7,4.9,20,2,0,31.7,0,3,1333.82,1484,0,Q1
18,Male,USA,Los Angeles,1.5,8,49.6,10.2,44.3,8,14,132.78,14,70,3.9,17.5,8,5,27.4,1,2,2196.86,3666,1,Q3
18,Female,India,Hyderabad,4,13,37.1,11.8,49.4,6,17,114.09,27,40,7,28.5,1,5,42.1,0,1,2063.8,3759,0,Q3
27,Female,UK,Glasgow,4.6,14,25.5,12.1,36.9,3,21,72.8,34,34.6,10.7,35.5,4,1,15.3,0,3,1478,1059,0,Q2
35,Female,USA,Houston,1.6,14,35.5,9.3,58.1,7,15,104.08,14,76.7,2.9,30,7,6,60.2,0,3,1455.88,1073,0,Q2
18,Female,USA,Los Angeles,3.5,26,39.5,11.1,38.3,9,18,113.71,0,0,19.8,25.4,4,5,27.4,1,2,2193.11,2835,0,Q2
25,Male,Canada,Toronto,1.9,6,18.3,5.5,78.9,4,6,113.46,22,47.1,0.1,28.3,13,2,23.1,0,1,778.98,0,1,Q3
41,Male,UK,Birmingham,6.4,11,31.4,12.8,38.2,0,14,122.81,24,63.9,6.3,20.8,3,5,24,0,1,1972.46,2303,1,Q2
49,Female,USA,Phoenix,5.1,15,18.3,5.5,74.5,2,7,113.32,99,20.8,3.9,20.2,7,3,0,0,2,932.57,999,1,Q2
55,Male,Australia,Melbourne,0.3,17,31.3,10.4,52.7,6,15,203.5,69,65.3,2.8,18.7,4,2,31.4,0,2,2696.26,0,0,Q2
58,Female,USA,Houston,2.7,12,33.4,13.3,59,1,18,56.38,14,0,1.1,19,1,1,43.5,0,2,784.7,1951,0,Q4
45,Male,USA,Houston,6.6,12,37.2,14.9,28.8,9,25,145.88,75,41.6,7.5,40.6,3,4,52.1,0,2,3597.54,4145,0,Q2
41,Male,USA,Phoenix,3.6,13,23.7,8.2,59.7,7,13,135.75,20,16.92,7.4,20.1,10,3,40.7,0,1,1283.87,1874,0,Q4
47,Female,Australia,Adelaide,0.8,22,42.1,14.5,32.8,0,16,139.87,38,40.8,18.1,34.9,2,6,74,0,4,1995.6,0,0,Q3
29,Male,India,Bangalore,10,5,36.8,7.7,65.5,6,11,93.86,42,43.32,7.2,13.5,6,3,2.5,0,5,958.38,0,0,Q4
29,Female,UK,Birmingham,3.1,7,8.6,4.2,84.7,0,3,98.26,27,13.5,6.8,0,9,0,0,0,2,258.68,983,1,Q1
61,Female,Australia,Sydney,1.8,8,29.7,10.9,64.1,2,10,157.04,154,35.3,10.9,44.4,7,3,32.2,0,3,1300,1539,0,Q1
25,Male,USA,Chicago,2.6,15,37.7,10.8,50.2,5,28,65.46,31,38.16,19.8,29.9,4,10,68.8,0,4,1153.33,1319,0,Q4
64,Male,France,Nice,3.9,8,26.8,8.5,84.2,3,10,90.66,15,34.44,6.8,22.8,7,2,0,0,4,752.35,3084,0,Q4
46,Female,USA,Houston,3.9,21,33.2,11.1,29.3,6,22,152.64,27,21.4,3.1,37.6,2,6,27.4,1,4,3454.33,3696,0,Q1
39,Male,Australia,Perth,1.7,13,28.5,8.3,61.4,3,13,85.19,4,0,6,1.6,7,1,25.9,0,1,1200.68,1930,0,Q3
18,Female,Australia,Melbourne,0.8,15,34.1,13.7,61.6,2,13,189.54,25,38,5.3,24.3,4,4,35.4,0,3,2238.63,2914,0,Q3
31,Female,Australia,Brisbane,1.5,11,18.8,8.5,40.7,4,8,168.84,16,14.7,3.7,20.2,8,2,23.2,0,2,1296.96,1992,0,Q2
31,Female,France,Toulouse,4.9,8,24,8.8,47.6,4,16,52.89,48,34.5,8.1,19.1,6,1,42.7,0,2,941.02,2846,0,Q2
31,Other,USA,Los Angeles,1.8,7,26.8,6.7,61.1,6,8,103.47,5,64.4,8.8,18.9,6,3,43.6,0,3,696.9,2408,0,Q1
51,Male,Germany,Munich,1.6,13,26.3,9.7,69.7,3,13,95.55,15,89.76,3.4,19.1,6,1,20.9,0,1,774.01,2336,0,Q4
39,Female,USA,Houston,1.9,2,27,9.8,42.7,2,14,79.66,14,25.5,3.7,19.4,4,3,27.4,1,2,905.62,2411,0,Q3
53,Female,Canada,Montreal,1.4,7,23.7,7.9,66.1,3,10,68.35,4,63.3,1.7,15.2,9,2,11.6,0,2,740.73,3765,1,Q2
45,Male,USA,Houston,7,14,28.4,5.8,60,5,20,51.78,55,40.44,12,36.5,5,2,19.8,0,5,937.21,1168,0,Q4
39,Male,Australia,Sydney,1.3,3,31,10.5,55.1,1,14,115.4,58,69.96,0.9,21.8,4,4,28.9,0,1,1365.55,2695,0,Q4
34,Female,Japan,Yokohama,0.8,9,22.3,8.4,72.6,9,12,119.36,29,33.7,11.1,27,4,2,25.7,0,3,1478.51,1913,0,Q2
28,Female,Germany,Hamburg,2.7,14,29.8,10.2,60.9,5,13,84.75,21,44.5,2.4,18.6,3,5,17.1,0,2,1121.55,2391,0,Q1
44,Female,USA,Phoenix,2.5,15,38.4,6,64.8,1,13,74.87,14,80.52,10,34,5,4,40.5,0,4,695.1,2778,0,Q4
28,Male,USA,Los Angeles,2.4,1,9.7,8.5,56,0,5,226.21,21,71.16,1,0,7,0,0,0,2,1011.66,603,1,Q4
28,Female,USA,Los Angeles,0.1,1,26.8,3.9,76.4,4,8,119.26,24,55.8,13.4,0,6,1,27.4,1,3,891.58,1688,0,Q1
37,Male,France,Toulouse,8.8,12,28.8,11.3,51.7,6,11,144.82,44,24.4,3,0.2,5,5,7.3,0,1,1608.97,801,0,Q2
63,Male,Germany,Cologne,1.7,11,25.1,10.7,41.7,4,15,166.17,15,101.52,2.3,21.3,8,3,54.9,0,2,2018.11,0,1,Q4
38,Female,Japan,Kyoto,2.1,18,39.7,14,39,5,20,116.83,29,20.5,16.5,24.5,6,3,5.3,0,1,2042,1838,1,Q1
37,Male,UK,Leeds,1.1,11,24.3,11.6,67,6,15,236.89,14,77.4,7.2,19.1,3,3,55.2,0,3,3404.44,0,0,Q4
40,Male,Japan,Kyoto,2.5,8,14.3,4.5,78.2,1,9,133.15,29,23.4,6.5,7.2,8,1,18.3,0,3,1084.87,793,0,Q2
50,Male,USA,New York,0.2,16,42.5,12.8,57,6,18,62.11,2,70.1,9,38.9,3,4,35.1,0,2,1229.56,2476,1,Q3
18,Male,Germany,Berlin,3.4,30,53.5,16.1,41.8,14,33,168.27,50,21.12,7.1,64.7,2,2,29,0,2,4864.61,4050,1,Q4
29,Female,USA,New York,0.1,4,36.2,9.7,48.8,6,10,264.02,29,33.3,3.4,23.8,3,7,34.5,0,2,2305.4,2278,0,Q2
33,Female,Germany,Munich,3.5,14,48.4,14.4,45.2,3,16,75.65,0,42.3,2.5,27.6,4,1,57.9,0,4,1379.93,2183,0,Q1
43,Female,USA,Chicago,1.8,5,26.8,8.5,61.8,2,13,173.48,34,62.4,0,11.5,6,2,0.2,0,2,1894.85,2269,1,Q4
24,Male,France,Nice,1.6,16,29.3,12.9,45.6,3,13,71.49,12,41.1,3.8,0.5,3,6,44,0,2,878.65,1380,1,Q1
33,Male,Germany,Frankfurt,2.1,12,35.3,9.7,54.7,1,9,6302.0043,29,0,0.8,15.4,5,1,33.3,0,2,439.43,2104,0,Q1
38,Female,Germany,Munich,1.7,11,30.5,8.5,57.6,7,10,134.73,28,58.1,1.3,7.5,6,4,27.4,1,3,1161.2,1400,0,Q2
48,Female,Canada,Montreal,2.3,6,26.8,1,63.9,1,4,82.19,29,41.9,3.4,20,8,1,22.7,0,1,310.91,0,1,Q2
56,Male,UK,Glasgow,0.6,16,32.7,8.5,52.7,3,18,81.62,67,39.24,2.3,33.7,6,6,41.5,0,1,1284.73,2450,0,Q4
45,Male,USA,New York,1.4,15,43.1,11.8,59.3,5,14,73.41,20,14.5,15,18.2,5,5,40.8,0,5,1159.07,1306,0,Q3
32,Female,Australia,Perth,4.3,16,33.9,7.5,53.1,7,11,152.15,49,7,9.3,23.8,3,4,48.3,0,1,1859.39,0,0,Q2
42,Female,Australia,Sydney,1.8,10,26.8,11.7,65.9,4,15,102.9,36,23.16,3.2,29.1,3,4,30.8,0,2,1116.31,0,0,Q4
37,Male,Japan,Kyoto,5.9,9,26.9,7.8,68.9,4,12,174.6,37,57.5,3.9,21,5,2,12.4,0,5,1728.71,0,0,Q2
38,Male,UK,Manchester,2.2,26,38.8,12.5,34.8,3,20,181.64,26,37.6,0,26.7,4,5,52.4,0,1,3283.01,3397,0,Q1
43,Male,Canada,Montreal,3.1,12,24.7,10.4,54.1,4,10,137,26,16.7,11.5,23.6,5,3,48.9,0,3,1106.34,995,0,Q1
47,Male,USA,Houston,6.8,10,34.2,7.4,66.9,6,21,110.43,38,14,2.5,7,4,1,29.4,0,3,2445.11,923,0,Q2
